,Athlete,NOC,Medal,Edition
25241,"ROGAN, Markus",AUT,Silver,2004
25242,"BUSCHSCHULTE, Antje",GER,Bronze,2004
25243,"NAKAMURA, Reiko",JPN,Bronze,2004
25244,"COVENTRY, Kirsty",ZIM,Gold,2004
25245,"KOMAROVA, Stanislava",RUS,Silver,2004
25246,"HANSEN, Brendan",USA,Bronze,2004
25247,"KITAJIMA, Kosuke",JPN,Gold,2004
25248,"GYURTA, Daniel",HUN,Silver,2004
25249,"POLESKA, Anne",GER,Bronze,2004
25250,"BEARD, Amanda",USA,Gold,2004
25251,"JONES, Leisel",AUS,Silver,2004
25252,"PARRY, Stephen",GBR,Bronze,2004
25253,"PHELPS, Michael",USA,Gold,2004
25254,"YAMAMOTO, Takashi",JPN,Silver,2004
25255,"NAKANISHI, Yuko",JPN,Bronze,2004
25256,"JEDRZEJCZAK, Otylia",POL,Gold,2004
25257,"THOMAS, Petria",AUS,Silver,2004
25258,"PHELPS, Michael",USA,Bronze,2004
25259,"THORPE, Ian",AUS,Gold,2004
25260,"VAN DEN HOOGENBAND, Pieter",NED,Silver,2004
25261,"FIGUES, Solenne",FRA,Bronze,2004
25262,"POTEC, Camelia",ROU,Gold,2004
25263,"PELLEGRINI, Federica",ITA,Silver,2004
25264,"BOVELL, George",TRI,Bronze,2004
25265,"PHELPS, Michael",USA,Gold,2004
25266,"LOCHTE, Ryan",USA,Silver,2004
25267,"COVENTRY, Kirsty",ZIM,Bronze,2004
25268,"KLOCHKOVA, Yana",UKR,Gold,2004
25269,"BEARD, Amanda",USA,Silver,2004
25270,"KELLER, Klete",USA,Bronze,2004
25271,"THORPE, Ian",AUS,Gold,2004
25272,"HACKETT, Grant",AUS,Silver,2004
25273,"SANDENO, Kaitlin",USA,Bronze,2004
25274,"MANAUDOU, Laure",FRA,Gold,2004
25275,"JEDRZEJCZAK, Otylia",POL,Silver,2004
25276,"CSEH, Laszlo",HUN,Bronze,2004
25277,"PHELPS, Michael",USA,Gold,2004
25278,"VENDT, Erik",USA,Silver,2004
25279,"BARDACH, Georgina",ARG,Bronze,2004
25280,"KLOCHKOVA, Yana",UKR,Gold,2004
25281,"SANDENO, Kaitlin",USA,Silver,2004
25282,"CROCKER, Ian",USA,Bronze,2004
25283,"DUSING, Nate",USA,Bronze,2004
25284,"HALL, Gary Jr.",USA,Bronze,2004
25285,"LEZAK, Jason",USA,Bronze,2004
25286,"PHELPS, Michael",USA,Bronze,2004
25287,"WALKER, Neil",USA,Bronze,2004
25288,"WOODWARD, Gabe",USA,Bronze,2004
25289,"FERNS, Lyndon",RSA,Gold,2004
25290,"NEETHLING, Ryk",RSA,Gold,2004
25291,"SCHOEMAN, Roland",RSA,Gold,2004
25292,"TOWNSEND, Darian",RSA,Gold,2004
25293,"KENKHUIS, Johan",NED,Silver,2004
25294,"VAN DEN HOOGENBAND, Pieter",NED,Silver,2004
25295,"VEENS, Mark Hermanus",NED,Silver,2004
25296,"ZASTROW, Mitja",NED,Silver,2004
25297,"ZWERING, Klaas-Erik",NED,Silver,2004
25298,"DE BRUIJN, Inge",NED,Bronze,2004
25299,"DEKKER, Inge",NED,Bronze,2004
25300,"GROOT, Chantal",NED,Bronze,2004
25301,"KOSTEN, Annabel",NED,Bronze,2004
25302,"VELDHUIS, Marleen",NED,Bronze,2004
25303,"HENRY, Jodie",AUS,Gold,2004
25304,"MILLS, Alice",AUS,Gold,2004
25305,"RYAN, Sarah",AUS,Gold,2004
25306,"THOMAS, Petria",AUS,Gold,2004
25307,"TRICKETT, Lisbeth",AUS,Gold,2004
25308,"BENKO, Lindsay",USA,Silver,2004
25309,"CORREIA, Maritza",USA,Silver,2004
25310,"COUGHLIN, Natalie",USA,Silver,2004
25311,"JOYCE, Kara Lynn",USA,Silver,2004
25312,"LANNE, Colleen",USA,Silver,2004
25313,"THOMPSON, Jenny",USA,Silver,2004
25314,"WEIR, Amanda",USA,Silver,2004
25315,"KITAJIMA, Kosuke",JPN,Bronze,2004
25316,"MORITA, Tomomi",JPN,Bronze,2004
25317,"OKUMURA, Yoshihiro",JPN,Bronze,2004
25318,"YAMAMOTO, Takashi",JPN,Bronze,2004
25319,"CROCKER, Ian",USA,Gold,2004
25320,"GANGLOFF, Mark",USA,Gold,2004
25321,"HANSEN, Brendan",USA,Gold,2004
25322,"KRAYZELBURG, Lenny",USA,Gold,2004
25323,"LEZAK, Jason",USA,Gold,2004
25324,"PEIRSOL, Aaron",USA,Gold,2004
25325,"PHELPS, Michael",USA,Gold,2004
25326,"WALKER, Neil",USA,Gold,2004
25327,"CONRAD, Lars",GER,Silver,2004
25328,"DRIESEN, Steffen",GER,Silver,2004
25329,"KRUPPA, Jens",GER,Silver,2004
25330,"MEEUW, Helge",GER,Silver,2004
25331,"RUPPRATH, Thomas",GER,Silver,2004
25332,"BUSCHSCHULTE, Antje",GER,Bronze,2004
25333,"GOTZ, Daniela",GER,Bronze,2004
25334,"POEWE, Sarah",GER,Bronze,2004
25335,"VAN ALMSICK, Franziska",GER,Bronze,2004
25336,"HANSON, Brooke",AUS,Gold,2004
25337,"HENRY, Jodie",AUS,Gold,2004
25338,"JONES, Leisel",AUS,Gold,2004
25339,"MILLS, Alice",AUS,Gold,2004
25340,"ROONEY, Giaan",AUS,Gold,2004
25341,"SCHIPPER, Jess",AUS,Gold,2004
25342,"THOMAS, Petria",AUS,Gold,2004
25343,"BEARD, Amanda",USA,Silver,2004
25344,"COPE, Haley",USA,Silver,2004
25345,"COUGHLIN, Natalie",USA,Silver,2004
25346,"JOYCE, Kara Lynn",USA,Silver,2004
25347,"KIRK, Tara",USA,Silver,2004
25348,"KOMISARZ, Rachel",USA,Silver,2004
25349,"THOMPSON, Jenny",USA,Silver,2004
25350,"WEIR, Amanda",USA,Silver,2004
25351,"BREMBILLA, Emiliano",ITA,Bronze,2004
25352,"CAPPELLAZZO, Federico",ITA,Bronze,2004
25353,"CERCATO, Simone",ITA,Bronze,2004
25354,"MAGNINI, Filippo",ITA,Bronze,2004
25355,"PELLICIARI, Matteo",ITA,Bronze,2004
25356,"ROSOLINO, Massimiliano",ITA,Bronze,2004
25357,"GOLDBLATT, Scott",USA,Gold,2004
25358,"KELLER, Klete",USA,Gold,2004
25359,"KETCHUM, Dan",USA,Gold,2004
25360,"LOCHTE, Ryan",USA,Gold,2004
25361,"PHELPS, Michael",USA,Gold,2004
25362,"VANDERKAAY, Peter",USA,Gold,2004
25363,"HACKETT, Grant",AUS,Silver,2004
25364,"KLIM, Michael",AUS,Silver,2004
25365,"MATKOVICH, Antony",AUS,Silver,2004
25366,"PEARSON, Todd",AUS,Silver,2004
25367,"SPRENGER, Nicholas",AUS,Silver,2004
25368,"STEVENS, Craig",AUS,Silver,2004
25369,"THORPE, Ian",AUS,Silver,2004
25370,"BUSCHSCHULTE, Antje",GER,Bronze,2004
25371,"DALLMANN, Petra",GER,Bronze,2004
25372,"GOETZ, Janina Kristin",GER,Bronze,2004
25373,"HARSTICK, Sara",GER,Bronze,2004
25374,"STOCKBAUER, Hannah",GER,Bronze,2004
25375,"VAN ALMSICK, Franziska",GER,Bronze,2004
25376,"BENKO, Lindsay",USA,Gold,2004
25377,"COUGHLIN, Natalie",USA,Gold,2004
25378,"JEFFREY, Rhi",USA,Gold,2004
25379,"KOMISARZ, Rachel",USA,Gold,2004
25380,"PIPER, Carly",USA,Gold,2004
25381,"SANDENO, Kaitlin",USA,Gold,2004
25382,"VOLLMER, Dana",USA,Gold,2004
25383,"LI, Ji",CHN,Silver,2004
25384,"PANG, Jiaying",CHN,Silver,2004
25385,"XU, Yanwei",CHN,Silver,2004
25386,"YANG, Yu",CHN,Silver,2004
25387,"ZHU, Yingwen",CHN,Silver,2004
25388,"SCHOEMAN, Roland",RSA,Bronze,2004
25389,"HALL, Gary Jr.",USA,Gold,2004
25390,"DRAGANJA, Duje",CRO,Silver,2004
25391,"TRICKETT, Lisbeth",AUS,Bronze,2004
25392,"DE BRUIJN, Inge",NED,Gold,2004
25393,"METELLA, Malia",FRA,Silver,2004
25394,"MUNZ, Diana",USA,Bronze,2004
25395,"SHIBATA, Ai",JPN,Gold,2004
25396,"MANAUDOU, Laure",FRA,Silver,2004
25397,"BARTOSIK, Alison",USA,Bronze,2004
25398,"KOZLOVA, Anna",USA,Bronze,2004
25399,"DAVYDOVA, Anastasia",RUS,Gold,2004
25400,"ERMAKOVA, Anastasia",RUS,Gold,2004
25401,"TACHIBANA, Miya",JPN,Silver,2004
25402,"TAKEDA, Miho",JPN,Silver,2004
25403,"BARTOSIK, Alison",USA,Bronze,2004
25404,"CROW, Tamara",USA,Bronze,2004
25405,"DOBRATZ, Erin",USA,Bronze,2004
25406,"JASONTEK, Rebecca",USA,Bronze,2004
25407,"KOZLOVA, Anna",USA,Bronze,2004
25408,"LOWE, Sara",USA,Bronze,2004
25409,"MCFALL, Lauren",USA,Bronze,2004
25410,"NESBITT, Stephanie",USA,Bronze,2004
25411,"ZANOTTO, Kendra",USA,Bronze,2004
25412,"AZAROVA, Elena",RUS,Gold,2004
25413,"BRUSNIKINA, Olga",RUS,Gold,2004
25414,"DAVYDOVA, Anastasia",RUS,Gold,2004
25415,"ERMAKOVA, Anastasia",RUS,Gold,2004
25416,"GROMOVA, Maria",RUS,Gold,2004
25417,"KHASYANOVA, Elvira",RUS,Gold,2004
25418,"KISSELEVA, Maria",RUS,Gold,2004
25419,"NOVOKSHCHENOVA, Olga",RUS,Gold,2004
25420,"SHORINA, Anna",RUS,Gold,2004
25421,"FUJIMARU, Michiyo",JPN,Silver,2004
25422,"HARADA, Saho",JPN,Silver,2004
25423,"KAWASHIMA, Naoko",JPN,Silver,2004
25424,"KITAO, Kanako",JPN,Silver,2004
25425,"SUZUKI, Emiko",JPN,Silver,2004
25426,"TACHIBANA, Miya",JPN,Silver,2004
25427,"TAKEDA, Miho",JPN,Silver,2004
25428,"TATSUMI, Juri",JPN,Silver,2004
25429,"YONEDA, Yoko",JPN,Silver,2004
25430,"BALASHOV, Roman",RUS,Bronze,2004
25431,"CHOMAKHIDZE, Revaz",RUS,Bronze,2004
25432,"ERYSHOV, Alexandre",RUS,Bronze,2004
25433,"FEDOROV, Alexander",RUS,Bronze,2004
25434,"GARBOUZOV, Serguei",RUS,Bronze,2004
25435,"GORSHKOV, Dmitry",RUS,Bronze,2004
25436,"KOZLOV, Nikolai",RUS,Bronze,2004
25437,"MAKSIMOV, Nikolay",RUS,Bronze,2004
25438,"REKETCHINSKI, Andrei",RUS,Bronze,2004
25439,"STRATAN, Dmitry",RUS,Bronze,2004
25440,"YURCHIK, Vitaly",RUS,Bronze,2004
25441,"ZAKIROV, Marat",RUS,Bronze,2004
25442,"ZINNUROV, Irek",RUS,Bronze,2004
25443,"BENEDEK, Tibor",HUN,Gold,2004
25444,"BIROS, Peter",HUN,Gold,2004
25445,"FODOR, Rajmund",HUN,Gold,2004
25446,"GERGELY, Istvan",HUN,Gold,2004
25447,"KASAS, Tamas",HUN,Gold,2004
25448,"KISS, Gergely",HUN,Gold,2004
25449,"MADARAS, Norbert",HUN,Gold,2004
25450,"MOLNAR, Tamas",HUN,Gold,2004
25451,"STEINMETZ, Adam",HUN,Gold,2004
25452,"STEINMETZ, Barnabas",HUN,Gold,2004
25453,"SZECSI, Zoltan",HUN,Gold,2004
25454,"VARGA, Tamas",HUN,Gold,2004
25455,"VARI, Attila",HUN,Gold,2004
25456,"CIRIC, Aleksandar",SCG,Silver,2004
25457,"GOJKOVIC, Vladimir",SCG,Silver,2004
25458,"IKODINOVIC, Danilo",SCG,Silver,2004
25459,"JELENIC, Viktor",SCG,Silver,2004
25460,"JOKIC, Predrag",SCG,Silver,2004
25461,"KULJACA, Nikola",SCG,Silver,2004
25462,"NIKIC, Slobodan",SCG,Silver,2004
25463,"SAPIC, Aleksandar",SCG,Silver,2004
25464,"SAVIC, Dejan",SCG,Silver,2004
25465,"SEFIK, Denis",SCG,Silver,2004
25466,"TRBOJEVIC, Petar",SCG,Silver,2004
25467,"UDOVICIC, Vanja",SCG,Silver,2004
25468,"VUJASINOVIC, Vladimir",SCG,Silver,2004
25469,"BEAUREGARD, Robin",USA,Bronze,2004
25470,"DINGELDEIN, Margaret",USA,Bronze,2004
25471,"ESTES, Ellen",USA,Bronze,2004
25472,"FRANK, Jacqueline",USA,Bronze,2004
25473,"GOLDA, Natalie",USA,Bronze,2004
25474,"LORENZ, Ericka",USA,Bronze,2004
25475,"MOODY, Heather",USA,Bronze,2004
25476,"MUNRO, Thalia",USA,Bronze,2004
25477,"PAYNE, Nicolle",USA,Bronze,2004
25478,"PETRI, Heather",USA,Bronze,2004
25479,"RULON, Kelly",USA,Bronze,2004
25480,"STACHOWSKI, Amber",USA,Bronze,2004
25481,"VILLA, Brenda",USA,Bronze,2004
25482,"ALLUCCI, Carmela",ITA,Gold,2004
25483,"ARAUJO, Alexandra",ITA,Gold,2004
25484,"BOSURGI, Silvia",ITA,Gold,2004
25485,"CONTI, Francesca",ITA,Gold,2004
25486,"DI MARIO, Tania",ITA,Gold,2004
25487,"GIGLI, Elena",ITA,Gold,2004
25488,"GREGO, Melania",ITA,Gold,2004
25489,"MALATO, Giusy",ITA,Gold,2004
25490,"MICELI, Martina",ITA,Gold,2004
25491,"MUSUMECI, Maddalena",ITA,Gold,2004
25492,"RAGUSA, Cinzia",ITA,Gold,2004
25493,"TOTH, Noemi",ITA,Gold,2004
25494,"ZANCHI, Manuela",ITA,Gold,2004
25495,"ASILIAN, Dimitra",GRE,Silver,2004
25496,"ELLINAKI, Georgia",GRE,Silver,2004
25497,"KARAGIANNI, Eftychia",GRE,Silver,2004
25498,"KARAPATAKI, Angeliki",GRE,Silver,2004
25499,"KOZOMPOLI, Stavroula",GRE,Silver,2004
25500,"LARA, Georgia",GRE,Silver,2004
25501,"LIOSI, Kyriaki",GRE,Silver,2004
25502,"MELIDONI, Aniopi",GRE,Silver,2004
25503,"MORAITI, Antonia",GRE,Silver,2004
25504,"MORAITIDOU, Evangelia",GRE,Silver,2004
25505,"MYLONAKI, Anthoula",GRE,Silver,2004
25506,"OIKONOMOPOULOU, Aikaterini",GRE,Silver,2004
25507,"ROUMPESI, Antigoni",GRE,Silver,2004
25508,"CUDDIHY, Tim",AUS,Bronze,2004
25509,"GALIAZZO, Marco",ITA,Gold,2004
25510,"YAMAMOTO, Hiroshi",JPN,Silver,2004
25511,"WILLIAMSON, Alison",GBR,Bronze,2004
25512,"PARK, Sung-Hyun",KOR,Gold,2004
25513,"LEE, Sung Jin",KOR,Silver,2004
25514,"HRACHOV, Dmytro",UKR,Bronze,2004
25515,"RUBAN, Viktor",UKR,Bronze,2004
25516,"SERDYUK, Oleksandr",UKR,Bronze,2004
25517,"IM, Dong Hyun",KOR,Gold,2004
25518,"JANG, Yong-Ho",KOR,Gold,2004
25519,"PARK, Kyung Mo",KOR,Gold,2004
25520,"CHEN, Szu Yuan",TPE,Silver,2004
25521,"LIU, Ming Huang",TPE,Silver,2004
25522,"WANG, Cheng Pang",TPE,Silver,2004
25523,"CHEN, Li Ju",TPE,Bronze,2004
25524,"WU, Hui Ju",TPE,Bronze,2004
25525,"YUAN, Shu Chi",TPE,Bronze,2004
25526,"LEE, Sung Jin",KOR,Gold,2004
25527,"PARK, Sung-Hyun",KOR,Gold,2004
25528,"YUN, Mi-Jin",KOR,Gold,2004
25529,"HE, Ying",CHN,Silver,2004
25530,"LIN, Sang",CHN,Silver,2004
25531,"ZHANG, Juan Juan",CHN,Silver,2004
25532,"TADESSE, Zersenay",ERI,Bronze,2004
25533,"BEKELE, Kenenisa",ETH,Gold,2004
25534,"SIHINE, Sileshi",ETH,Silver,2004
25535,"TULU, Derartu",ETH,Bronze,2004
25536,"XING, Huina",CHN,Gold,2004
25537,"DIBABA, Ejegayehu",ETH,Silver,2004
25538,"GREENE, Maurice",USA,Bronze,2004
25539,"GATLIN, Justin",USA,Gold,2004
25540,"OBIKWELU, Francis",POR,Silver,2004
25541,"CAMPBELL-BROWN, Veronica",JAM,Bronze,2004
25542,"NESTERENKO, Yuliya",BLR,Gold,2004
25543,"WILLIAMS, Lauryn",USA,Silver,2004
25544,"MORRISON, Melissa",USA,Bronze,2004
25545,"HAYES, Joanna",USA,Gold,2004
25546,"KRASOVSKA, Olena",UKR,Silver,2004
25547,"GARCIA, Anier",CUB,Bronze,2004
25548,"LIU, Xiang",CHN,Gold,2004
25549,"TRAMMELL, Terrence",USA,Silver,2004
25550,"SILVA, Rui",POR,Bronze,2004
25551,"EL GUERROUJ, Hicham",MAR,Gold,2004
25552,"LAGAT, Bernard",KEN,Silver,2004
25553,"CIONCAN, Maria",ROU,Bronze,2004
25554,"HOLMES, Kelly",GBR,Gold,2004
25555,"TOMASHEVA, Tatyana",RUS,Silver,2004
25556,"GATLIN, Justin",USA,Bronze,2004
25557,"CRAWFORD, Shawn",USA,Gold,2004
25558,"WILLIAMS, Bernard",USA,Silver,2004
25559,"FERGUSON-MCKENZIE, Debbie",BAH,Bronze,2004
25560,"CAMPBELL-BROWN, Veronica",JAM,Gold,2004
25561,"FELIX, Allyson",USA,Silver,2004
25562,"SAVILLE, Jane",AUS,Bronze,2004
25563,"TSOUMELEKA, Athanasia",GRE,Gold,2004
25564,"IVANOVA, Olimpiada",RUS,Silver,2004
25565,"DEAKES, Nathan",AUS,Bronze,2004
25566,"BRUGNETTI, Ivano",ITA,Gold,2004
25567,"FERNANDEZ, Francisco Javier",ESP,Silver,2004
25568,"KOECH, Paul Kipsiele",KEN,Bronze,2004
25569,"KEMBOI, Ezekiel",KEN,Gold,2004
25570,"KIPRUTO, Brimin Kiprop",KEN,Silver,2004
25571,"BREW, Derrick",USA,Bronze,2004
25572,"WARINER, Jeremy",USA,Gold,2004
25573,"HARRIS, Otis",USA,Silver,2004
25574,"ANTYUKH, Natalya",RUS,Bronze,2004
25575,"WILLIAMS-DARLING, Tonique",BAH,Gold,2004
25576,"GUEVARA, Ana",MEX,Silver,2004
25577,"KEITA, Naman",FRA,Bronze,2004
25578,"SANCHEZ, Felix",DOM,Gold,2004
25579,"MCFARLANE, Danny",JAM,Silver,2004
25580,"TERESHCHUK-ANTIPOVA, Tetiana",UKR,Bronze,2004
25581,"CHALKIA, Fani",GRE,Gold,2004
25582,"TIRLEA-MANOLACHE, Ionela",ROU,Silver,2004
25583,"ALIU, Deji",NGR,Bronze,2004
25584,"EGBELE, Aaron",NGR,Bronze,2004
25585,"EMEDOLU, Uchenna",NGR,Bronze,2004
25586,"FASUBA, Olusoji",NGR,Bronze,2004
25587,"CAMPBELL, Darren",GBR,Gold,2004
25588,"DEVONISH, Marlon",GBR,Gold,2004
25589,"GARDENER, Jason",GBR,Gold,2004
25590,"LEWIS-FRANCIS, Mark",GBR,Gold,2004
25591,"CRAWFORD, Shawn",USA,Silver,2004
25592,"GATLIN, Justin",USA,Silver,2004
25593,"GREENE, Maurice",USA,Silver,2004
25594,"MILLER, Coby",USA,Silver,2004
25595,"PATTON, Darvis",USA,Silver,2004
25596,"ARRON, Christine",FRA,Bronze,2004
25597,"FELIX, Sylviane",FRA,Bronze,2004
25598,"HURTIS-HOUAIRI, Muriel",FRA,Bronze,2004
25599,"MANG, Veronique",FRA,Bronze,2004
25600,"BAILEY, Aleen",JAM,Gold,2004
25601,"CAMPBELL-BROWN, Veronica",JAM,Gold,2004
25602,"LAWRENCE, Tanya",JAM,Gold,2004
25603,"MCDONALD, Beverly",JAM,Gold,2004
25604,"SIMPSON, Sherone",JAM,Gold,2004
25605,"FYODOROVA, Olga",RUS,Silver,2004
25606,"KHABAROVA, Irina",RUS,Silver,2004
25607,"KRUGLOVA, Larisa",RUS,Silver,2004
25608,"TABAKOVA, Yuliya",RUS,Silver,2004
25609,"AUDU, Musa",NGR,Bronze,2004
25610,"GODDAY, James",NGR,Bronze,2004
25611,"UDO OBONG, Enefiok",NGR,Bronze,2004
25612,"WEIGOPWA, Saul",NGR,Bronze,2004
25613,"BREW, Derrick",USA,Gold,2004
25614,"HARRIS, Otis",USA,Gold,2004
25615,"WARINER, Jeremy",USA,Gold,2004
25616,"WILLIAMSON, Darold",USA,Gold,2004
25617,"WILLIE, Kelly",USA,Gold,2004
25618,"DWYER, Patrick",AUS,Silver,2004
25619,"HILL, Clinton",AUS,Silver,2004
25620,"ORMROD, Mark",AUS,Silver,2004
25621,"ROCK, Andrew",AUS,Silver,2004
25622,"STEFFENSEN, John",AUS,Silver,2004
25623,"BURGHER, Michelle",JAM,Bronze,2004
25624,"DAVY, Nadia",JAM,Bronze,2004
25625,"RICHARDS, Sandie",JAM,Bronze,2004
25626,"SMITH, Ronetta",JAM,Bronze,2004
25627,"WILLIAMS, Novelene",JAM,Bronze,2004
25628,"COX, Crystal",USA,Gold,2004
25629,"HENDERSON, Monique",USA,Gold,2004
25630,"HENNAGAN, Monique",USA,Gold,2004
25631,"RICHARDS, Sanya",USA,Gold,2004
25632,"ROBINSON, Moushaumi",USA,Gold,2004
25633,"TROTTER, Deedee",USA,Gold,2004
25634,"ANTYUKH, Natalya",RUS,Silver,2004
25635,"FIROVA, Tatyana",RUS,Silver,2004
25636,"IVANOVA, Natalya",RUS,Silver,2004
25637,"KRASNOMOVETS, Olesya",RUS,Silver,2004
25638,"NAZAROVA, Natalya",RUS,Silver,2004
25639,"ZYKINA, Olesya",RUS,Silver,2004
25640,"KIPCHOGE, Eliud",KEN,Bronze,2004
25641,"EL GUERROUJ, Hicham",MAR,Gold,2004
25642,"BEKELE, Kenenisa",ETH,Silver,2004
25643,"DIBABA, Tirunesh",ETH,Bronze,2004
25644,"DEFAR, Meseret",ETH,Gold,2004
25645,"OCHICHI, Isabella",KEN,Silver,2004
25646,"VOYEVODIN, Aleksey",RUS,Bronze,2004
25647,"KORZENIOWSKI, Robert",POL,Gold,2004
25648,"NIZHEGORODOV, Denis",RUS,Silver,2004
25649,"KIPKETER, Wilson",DEN,Bronze,2004
25650,"BORZAKOVSKIY, Yuriy",RUS,Gold,2004
25651,"MULAUDZI, Mbulaeni",RSA,Silver,2004
25652,"CEPLAK, Jolanda",SLO,Bronze,2004
25653,"HOLMES, Kelly",GBR,Gold,2004
25654,"BENHASSI, Hasna",MAR,Silver,2004
25655,"KARPOV, Dmitriy",KAZ,Bronze,2004
25656,"SEBRLE, Roman",CZE,Gold,2004
25657,"CLAY, Bryan",USA,Silver,2004
25658,"TAMMERT, Aleksander",EST,Bronze,2004
25659,"ALEKNA, Virgilijus",LTU,Gold,2004
25660,"KOVAGO, Zoltan",HUN,Silver,2004
25661,"YATCHENKO, Iryna",BLR,Bronze,2004
25662,"SADOVA, Natalya",RUS,Gold,2004
25663,"KELESIDOU, Anastasia",GRE,Silver,2004
25664,"APAK, Esref",TUR,Bronze,2004
25665,"MUROFUSHI, Koji",JPN,Gold,2004
25666,"TIKHON, Ivan",BLR,Silver,2004
25667,"CRAWFORD, Yunaika",CUB,Bronze,2004
25668,"KUZENKOVA, Olga",RUS,Gold,2004
25669,"MORENO, Yipsi",CUB,Silver,2004
25670,"SOTHERTON, Kelly",GBR,Bronze,2004
25671,"KLUFT, Carolina",SWE,Gold,2004
25672,"SKUJYTE, Austra",LTU,Silver,2004
25673,"BABA, Jaroslav",CZE,Bronze,2004
25674,"HOLM, Stefan",SWE,Gold,2004
25675,"HEMINGWAY, Matt",USA,Silver,2004
25676,"STYOPINA, Viktoriya",UKR,Bronze,2004
25677,"SLESARENKO, Elena",RUS,Gold,2004
25678,"CLOETE, Hestrie",RSA,Silver,2004
25679,"MAKAROV, Sergey",RUS,Bronze,2004
25680,"THORKILDSEN, Andreas",NOR,Gold,2004
25681,"VASILEVSKIS, Vadims",LAT,Silver,2004
25682,"MANIANI-TZELILI, Mirella",GRE,Bronze,2004
25683,"MENENDEZ, Osleidys",CUB,Gold,2004
25684,"NERIUS, Steffi",GER,Silver,2004
25685,"MARTINEZ, Joan Lino",ESP,Bronze,2004
25686,"PHILLIPS, Dwight",USA,Gold,2004
25687,"MOFFITT, John",USA,Silver,2004
25688,"KOTOVA, Tatyana",RUS,Bronze,2004
25689,"LEBEDEVA, Tatyana",RUS,Gold,2004
25690,"SIMAGINA, Irina",RUS,Silver,2004
25691,"DE LIMA, Vanderlei",BRA,Bronze,2004
25692,"BALDINI, Stefano",ITA,Gold,2004
25693,"KEFLEZIGHI, Mebrahtom",USA,Silver,2004
25694,"KASTOR, Deena",USA,Bronze,2004
25695,"NOGUCHI, Mizuki",JPN,Gold,2004
25696,"NDEREBA, Catherine",KEN,Silver,2004
25697,"GIBILISCO, Giuseppe",ITA,Bronze,2004
25698,"MACK, Timothy",USA,Gold,2004
25699,"STEVENSON, Toby",USA,Silver,2004
25700,"ROGOWSKA, Anna",POL,Bronze,2004
25701,"ISINBAEVA, Elena",RUS,Gold,2004
25702,"FEOFANOVA, Svetlana",RUS,Silver,2004
25703,"OLSEN, Joachim Broechner",DEN,Bronze,2004
25704,"BILONOG, Yuriy",UKR,Gold,2004
25705,"NELSON, Adam",USA,Silver,2004
25706,"KRIVELYOVA, Svetlana",RUS,Bronze,2004
25707,"CUMBA, Yumileidi",CUB,Gold,2004
25708,"KLEINERT, Nadine",GER,Silver,2004
25709,"BURKENYA, Danila",RUS,Bronze,2004
25710,"OLSSON, Christian",SWE,Gold,2004
25711,"OPREA, Marian",ROU,Silver,2004
25712,"LEBEDEVA, Tatyana",RUS,Bronze,2004
25713,"MBANGO ETONE, Francoise",CMR,Gold,2004
25714,"DEVETZI, Hrysopiyi",GRE,Silver,2004
25715,"HIAN, Eng",INA,Bronze,2004
25716,"LIMPELE, Flandy",INA,Bronze,2004
25717,"ERIKSEN, Jens Dyrloev",DEN,Bronze,2004
25718,"HA, Tae-Kwon",KOR,Gold,2004
25719,"KIM, Dong Moon",KOR,Gold,2004
25720,"ZHANG, Jun",CHN,Gold,2004
25721,"LEE, Dong Soo",KOR,Silver,2004
25722,"YOO, Yong-Sung",KOR,Silver,2004
25723,"ROBERTSON, Nathan",GBR,Silver,2004
25724,"LEE, Kyungwon",KOR,Bronze,2004
25725,"RA, Kyung-Min",KOR,Bronze,2004
25726,"SCHJOLDAGER, Mette",DEN,Bronze,2004
25727,"YANG, Wei",CHN,Gold,2004
25728,"ZHANG, Jiewen",CHN,Gold,2004
25729,"GAO, Ling",CHN,Gold,2004
25730,"GAO, Ling",CHN,Silver,2004
25731,"HUANG, Sui",CHN,Silver,2004
25732,"EMMS, Gail",GBR,Silver,2004
25733,"KUNCORO, Soni Dwi",INA,Bronze,2004
25734,"HIDAYAT, Taufik",INA,Gold,2004
25735,"SHON, Seung Mo",KOR,Silver,2004
25736,"ZHOU, Mi",CHN,Bronze,2004
25737,"ZHANG, Ning",CHN,Gold,2004
25738,"AUDINA, Mia",NED,Silver,2004
25739,"AIKAWA, Ryoji",JPN,Bronze,2004
25740,"ANDO, Yuya",JPN,Bronze,2004
25741,"FUJIMOTO, Atsushi",JPN,Bronze,2004
25742,"FUKUDOME, Kosuke",JPN,Bronze,2004
25743,"ISHII, Hirotoshi",JPN,Bronze,2004
25744,"IWAKUMA, Hisashi",JPN,Bronze,2004
25745,"IWASE, Hitoki",JPN,Bronze,2004
25746,"JOJIMA, Kenji",JPN,Bronze,2004
25747,"KANEKO, Makoto",JPN,Bronze,2004
25748,"KIMURA, Takuya",JPN,Bronze,2004
25749,"KOBAYASHI, Masahide",JPN,Bronze,2004
25750,"KURODA, Hiroki",JPN,Bronze,2004
25751,"MATSUZAKA, Daisuke",JPN,Bronze,2004
25752,"MIURA, Daisuke",JPN,Bronze,2004
25753,"MIYAMOTO, Shinya",JPN,Bronze,2004
25754,"MURAMATSU, Arihito",JPN,Bronze,2004
25755,"NAKAMURA, Norihiro",JPN,Bronze,2004
